"id","studyID","pubMedID","author","studyScore","ethnicity","cohort","title","lastUpdated"
"683","GCST002145","23989729","Feenstra B 2013","20","Other|European",7353,"Plasma lipids, genetic variants near APOA1, and the risk of infantile hypertrophic pyloric stenosis.","2020-05-07"
"684","GCST002148","23974705","Allen EK 2013",NA,"European|Hispanic or Latin American|Asian unspecified|Native American|Other",2770,"A genome-wide association study of chronic otitis media with effusion and recurrent otitis media identifies a novel susceptibility locus on chromosome 2.","2020-05-07"
"685","GCST002149","23974872","Ripke S 2013","381.094","European",59899,"Genome-wide association analysis identifies 13 new risk loci for schizophrenia.","2020-05-08"
"686","GCST002153","23982368","Qi L 2013","134.65","European",4188,"Association between a genetic variant related to glutamic acid metabolism and coronary heart disease in individuals with type 2 diabetes.","2020-05-07"
"687","GCST002155","23989986","Evangelou E 2013","9.5","European",79135,"A meta-analysis of genome-wide association studies identifies novel variants associated with osteoarthritis of the hip.","2020-05-08"
"688","GCST002158","23996088","Migliorini G 2013","14.58","European",9318,"Variation at 10p12.2 and 10p14 influences risk of childhood B-cell acute lymphoblastic leukemia and phenotype.","2020-05-08"
"689","GCST002159","23740775","Xie G 2013","2.5","European",3718,"Association of granulomatosis with polyangiitis (Wegener's) with HLA-DPB1*04 and SEMA6A gene variants: evidence from genome-wide analysis.","2020-05-08"
"690","GCST002160","23740775","Xie G 2013","2.5","European",2570,"Association of granulomatosis with polyangiitis (Wegener's) with HLA-DPB1*04 and SEMA6A gene variants: evidence from genome-wide analysis.","2020-05-08"
"691","GCST002169","24023777","Miyake A 2013",NA,"East Asian",13016,"Identification of a susceptibility locus for severe adolescent idiopathic scoliosis on chromosome 17q24.3.","2020-05-08"
"692","GCST002170","24014518","Kasperaviciute D 2013","8","European",13120,"Epilepsy, hippocampal sclerosis and febrile seizures linked by common genetic variation around SCN1A.","2020-05-07"
"693","GCST002176","24025145","Chung S 2013","11","East Asian",224,"A genome-wide association study of chemotherapy-induced alopecia in breast cancer patients.","2020-05-08"
"694","GCST002177","24025145","Chung S 2013","11","East Asian",224,"A genome-wide association study of chemotherapy-induced alopecia in breast cancer patients.","2020-05-07"
"695","GCST002178","24025145","Chung S 2013","11","East Asian",91,"A genome-wide association study of chemotherapy-induced alopecia in breast cancer patients.","2020-05-08"
"696","GCST002179","24025145","Chung S 2013","11","East Asian",120,"A genome-wide association study of chemotherapy-induced alopecia in breast cancer patients.","2020-05-08"
"697","GCST002180","24025145","Chung S 2013","11","East Asian",104,"A genome-wide association study of chemotherapy-induced alopecia in breast cancer patients.","2020-05-07"
"698","GCST002181","24025145","Chung S 2013","11","East Asian",1206,"A genome-wide association study of chemotherapy-induced alopecia in breast cancer patients.","2020-05-08"
"699","GCST002182","24029427","Sandholm N 2013","38.36","European",5081,"Chromosome 2q31.1 associates with ESRD in women with type 1 diabetes.","2020-05-08"
"700","GCST002198","24057671","Chimusa ER 2013","2.75","Other",733,"Genome-wide association study of ancestry-specific TB risk in the South African Coloured population.","2020-05-08"
"701","GCST002200","24047446","Schosser A 2013","1","European",2668,"Genome-wide association study of co-occurring anxiety in major depression.","2020-05-07"
"702","GCST002202","24047446","Schosser A 2013","1","European",1522,"Genome-wide association study of co-occurring anxiety in major depression.","2020-05-07"
"703","GCST002217","24097066","Li Y 2013","0.5","East Asian",5622,"A genome-wide association study in Han Chinese identifies a susceptibility locus for primary Sjögren's syndrome at 7q11.23.","2020-05-07"
"704","GCST002224","24101674","Hanson RL 2013","1","Native American|Other",8179,"A genome-wide association study in American Indians implicates DNER as a susceptibility locus for type 2 diabetes.","2020-05-08"
"705","GCST002230","24121790","Levine DM 2013","60.6","European",13292,"A genome-wide association study identifies new susceptibility loci for esophageal adenocarcinoma and Barrett's esophagus.","2020-05-08"
"706","GCST002231","24121790","Levine DM 2013","60.6","European",15682,"A genome-wide association study identifies new susceptibility loci for esophageal adenocarcinoma and Barrett's esophagus.","2020-05-08"
"707","GCST002232","24121790","Levine DM 2013","60.6","European",12510,"A genome-wide association study identifies new susceptibility loci for esophageal adenocarcinoma and Barrett's esophagus.","2020-05-07"
"708","GCST002234","24143190","Low SK 2013",NA,"East Asian",11021,"Genome-wide association study of breast cancer in the Japanese population.","2020-05-07"
"709","GCST002237","24149102","Frampton M 2013","10","European",11759,"Variation at 3p24.1 and 6q23.3 influences the risk of Hodgkin's lymphoma.","2020-05-08"
"710","GCST002240","24163127","Figueroa JD 2013","0.75","European",74039,"Genome-wide association study identifies multiple loci associated with bladder cancer risk.","2020-05-07"
"711","GCST002243","24163127","Figueroa JD 2013","0.75","European",20837,"Genome-wide association study identifies multiple loci associated with bladder cancer risk.","2020-05-08"
"712","GCST002245","24162737","Lambert JC 2013","556.544","European",74046,"Meta-analysis of 74,046 individuals identifies 11 new susceptibility loci for Alzheimer's disease.","2020-05-08"
"713","GCST002246","24162738","Hu Z 2013","1.5","East Asian",11791,"New loci associated with chronic hepatitis B virus infection in Han Chinese.","2020-05-07"
"714","GCST002256","24172245","Haga S 2013","0.5","East Asian",487,"A genome-wide association study of third molar agenesis in Japanese and Korean populations.","2020-05-08"
"715","GCST002258","24172245","Haga S 2013","0.5","East Asian",487,"A genome-wide association study of third molar agenesis in Japanese and Korean populations.","2020-05-07"
"716","GCST002260","24204295","Han F 2013","10.2","East Asian|European",17374,"Genome wide analysis of narcolepsy in China implicates novel immune loci and reveals changes in association prior to versus after the 2009 H1N1 influenza pandemic.","2020-05-08"
"717","GCST002263","24236485","Cornejo-García JA 2013",NA,"European|East Asian",457,"Genome-wide association study in NSAID-induced acute urticaria/angioedema in Spanish and Han Chinese populations.","2020-05-08"
"718","GCST002268","24189344","Xia K 2013","6.25","East Asian|European",7416,"Common genetic variants on 1p13.2 associate with risk of autism.","2020-05-08"
"719","GCST002275","24241537","Bønnelykke K 2013","197.45","European|Other|Greater Middle Eastern (Middle Eastern, North African or Persian)",22225,"A genome-wide association study identifies CDHR3 as a susceptibility locus for early childhood asthma with severe exacerbations.","2020-05-07"
"720","GCST002277","24253340","Lencz T 2013","72.8","European|African American or Afro-Caribbean|East Asian",12492,"Genome-wide association study implicates NDST3 in schizophrenia and bipolar disorder.","2020-05-07"
"721","GCST002283","24256812","Fogh I 2013","41.826","European",17855,"A genome-wide association meta-analysis identifies a novel locus at 17q11.2 associated with sporadic amyotrophic lateral sclerosis.","2020-05-08"
"722","GCST002286","24262325","Dichgans M 2013","9.1","",74393,"Shared genetic susceptibility to ischemic stroke and coronary artery disease: a genome-wide analysis of common variants.","2020-05-08"
"723","GCST002288","24262325","Dichgans M 2013","9.1","",51326,"Shared genetic susceptibility to ischemic stroke and coronary artery disease: a genome-wide analysis of common variants.","2020-05-08"
"724","GCST002289","24262325","Dichgans M 2013","9.1","",109124,"Shared genetic susceptibility to ischemic stroke and coronary artery disease: a genome-wide analysis of common variants.","2020-05-08"
"725","GCST002297","24282030","Pan L 2013","0.75","East Asian",1941,"A genome-wide association study identifies polymorphisms in the HLA-DR region associated with non-response to hepatitis B vaccination in Chinese Han populations.","2020-05-08"
"726","GCST002298","24778558","Domarkiene I 2013",NA,"European",126,"RTN4 and FBXL17 Genes are Associated with Coronary Heart Disease in Genome-Wide Association Analysis of Lithuanian Families.","2020-05-08"
"727","GCST002299","24292274","Speedy HE 2013","17.25","European",11233,"A genome-wide association study identifies multiple susceptibility loci for chronic lymphocytic leukemia.","2020-05-08"
"728","GCST002300","23918589","Negi S 2013","0.25","South Asian",3542,"A genome-wide association study reveals ARL15, a novel non-HLA susceptibility gene for rheumatoid arthritis in North Indians.","2020-05-07"
"729","GCST002305","24325915","Purrington KS 2013","0.5","European",8385,"Genome-wide association study identifies 25 known breast cancer susceptibility loci as risk factors for triple-negative breast cancer.","2020-05-08"
"730","GCST002313","24351856","Nanayakkara S 2013","0.5","South Asian",577,"An integrative study of the genetic, social and environmental determinants of chronic kidney disease characterized by tubulointerstitial damages in the North Central Region of Sri Lanka.","2020-05-08"
"731","GCST002316","24376798","Miki D 2013","0.5","East Asian",36112,"HLA-DQB1*03 confers susceptibility to chronic hepatitis C in Japanese: a genome-wide association study.","2020-05-08"
"732","GCST002317","24390345","Williams AL 2013","401.07","Hispanic or Latin American|East Asian|South Asian|European|Asian unspecified|African American or Afro-Caribbean|Oceanian",30459,"Sequence variants in SLC16A11 are a common risk factor for type 2 diabetes in Mexico.","2020-05-08"
"733","GCST002318","24390342","Okada Y 2013","218.142","European|East Asian",102638,"Genetics of rheumatoid arthritis contributes to biology and drug discovery.","2020-05-08"
"734","GCST002322","24388013","Ferreira MA 2014","63.356","European",24109,"Genome-wide association analysis identifies 11 risk variants associated with the asthma with hay fever phenotype.","2020-05-08"
"735","GCST002329","24399259","He L 2014","1.5","East Asian",7582,"Two new susceptibility loci 1q24.2 and 11p11.2 confer risk to severe acne.","2020-05-08"
"736","GCST002331","24403052","Stacey SN 2014","0.5","European",119706,"Germline sequence variants in TGM3 and RGS22 confer risk of basal cell carcinoma.","2020-05-08"
"737","GCST002339","24465431","Ma RC 2014",NA,"East Asian",200,"Familial young-onset diabetes, pre-diabetes and cardiovascular disease are associated with genetic variants of DACH1 in Chinese.","2020-05-07"
"738","GCST002340","24448986","Zhang B 2014",NA,"East Asian",19179,"Genome-wide association study identifies a new SMAD7 risk variant associated with colorectal cancer risk in East Asians.","2020-05-08"
"739","GCST002348","24516586","Wu T 2014",NA,"Asian unspecified|European|African American or Afro-Caribbean|South East Asian|Hispanic or Latin American|Other",550,"Evidence of gene-environment interaction for two genes on chromosome 4 and environmental tobacco smoke in controlling the risk of nonsyndromic cleft palate.","2020-05-07"
"740","GCST002350","24621683","Cho MH 2014","2.85","European|African American or Afro-Caribbean",11852,"Risk loci for chronic obstructive pulmonary disease: a genome-wide association study and meta-analysis.","2020-05-08"
