studyID	pubMedID	trait	reportedTrait	citation	altmetricScore	ethnicity	initialSampleSize	replicationSampleSize	title	lastUpdated
GCST005387	29391396	Binge Eating	Binge Eating Behaviour In Bipolar Disorder	McElroy et al. 2018	1.25	European	1629	NA	Bipolar disorder with binge eating behavior: a genome-wide association study implicates PRR5-ARHGAP8.	2021-06-24
GCST000033	17486107	Bipolar Disorder	Bipolar Disorder	Baum et al. 2007	27.146	European	1024	1648	A genome-wide association study implicates diacylglycerol kinase eta (DGKH) and several other genes in the etiology of bipolar disorder.	2021-06-24
GCST001567	22688191	Bipolar Disorder	Bipolar Disorder And Schizophrenia	Bergen et al. 2012	9.85	European	5482	NA	Genome-wide association study in a Swedish population yields support for greater CNV and MHC involvement in schizophrenia compared with bipolar disorder.	2021-06-24
GCST001569	22688191	Bipolar Disorder	Bipolar Disorder	Bergen et al. 2012	9.85	European	2929	NA	Genome-wide association study in a Swedish population yields support for greater CNV and MHC involvement in schizophrenia compared with bipolar disorder.	2021-06-24
GCST011767	33169155	Bipolar Disorder	Bipolar Disorder	Bigdeli et al. 2020	NA	Hispanic or Latin American|European|African American or Afro-Caribbean	119005	NA	Genome-Wide Association Studies of Schizophrenia and Bipolar Disorder in a Diverse Cohort of US Veterans.	2021-06-25
GCST000985	21353194	Bipolar Disorder	Bipolar Disorder	Cichon et al. 2011	4	European	1982	41821	Genome-wide association study identifies genetic variation in neurocan as a susceptibility factor for bipolar disorder.	2021-06-24
GCST010416	31926635	Bipolar Disorder	Bipolar Disorder Or Major Depressive Disorder	Coleman et al. 2019	83.5	European	625026	NA	The Genetics of the Mood Disorder Spectrum: Genome-wide Association Analyses of More Than 185,000 Cases and 439,000 Controls.	2021-06-25
GCST000220	18711365	Bipolar Disorder	Bipolar Disorder	Ferreira et al. 2008	19	European	10596	NA	Collaborative genome-wide association analysis supports a role for ANK3 and CACNA1C in bipolar disorder.	2021-06-24
GCST001715	23092984	Bipolar Disorder	Bipolar Disorder With Mood-Incongruent Psychosis	Goes et al. 2012	4.7	European	10344	NA	Genome-wide association of mood-incongruent psychotic bipolar disorder.	2021-06-24
GCST001811	23326512	Bipolar Disorder	Bipolar Disorder (Mania)	Greenwood et al. 2013	1	European	1993	1147	Genome-wide association study of irritable vs. elated mania suggests genetic differences between clinical subtypes of bipolar disorder.	2021-06-24
GCST003724	27329760	Bipolar Disorder	Bipolar Disorder	Hou et al. 2016	3	European	34950	5305	Genome-wide association study of 40,000 individuals identifies two novel loci associated with bipolar disorder.	2021-06-24
GCST004139	28115744	Bipolar Disorder	Bipolar Disorder	Ikeda et al. 2017	78.9	East Asian|European	81582	NA	A genome-wide association study identifies two novel susceptibility loci and trans population polygenicity associated with bipolar disorder.	2021-06-24
GCST000654	20386566	Bipolar Disorder	Bipolar I Disorder	Lee et al. 2010	4	East Asian	2000	1409	Genome-wide association study of bipolar I disorder in the Han Chinese population.	2021-06-24
GCST001647	22925353	Bipolar Disorder	Bipolar Disorder	Lee et al. 2012	2.85	European	3625	NA	A genome-wide association study of seasonal pattern mania identifies NF1A as a possible susceptibility gene for bipolar disorder.	2021-06-28
GCST011101	33263727	Bipolar Disorder	Bipolar Disorder	Li et al. 2020	17.45	East Asian	6472	3008	Novel Risk Loci Associated With Genetic Risk for Bipolar Disorder Among Han Chinese Individuals: A Genome-Wide Association Study and Meta-analysis.	2021-06-25
GCST011102	33263727	Bipolar Disorder	Bipolar Disorder	Li et al. 2020	17.45	East Asian|European	58182	NA	Novel Risk Loci Associated With Genetic Risk for Bipolar Disorder Among Han Chinese Individuals: A Genome-Wide Association Study and Meta-analysis.	2021-06-25
GCST003135	26433762	Bipolar Disorder	Bipolar Disorder And Eating Disorder	Liu et al. 2015	2	European	1554	NA	A genome-wide association study of bipolar disorder with comorbid eating disorder replicates the SOX2-OT region.	2021-06-24
GCST005386	29391396	Bipolar Disorder	Binge Eating Behaviour And Bipolar Disorder	McElroy et al. 2018	1.25	European	2209	NA	Bipolar disorder with binge eating behavior: a genome-wide association study implicates PRR5-ARHGAP8.	2021-06-24
GCST002385	24618891	Bipolar Disorder	Bipolar Disorder	Mühleisen et al. 2014	101.934	European	24025	NA	Genome-wide association study reveals two new risk loci for bipolar disorder.	2021-06-24
GCST003742	27769005	Bipolar Disorder	Bipolar Disorder (Early Onset)	Nassan et al. 2016	0.25	European	2411	888	A genome wide association study suggests the association of muskelin with early onset bipolar disorder: Implications for a GABAergic epileptogenic neurogenesis model.	2021-06-24
GCST000387	19416921	Bipolar Disorder	Bipolar Disorder	Scott et al. 2009	11.584	European	18190	NA	Genome-wide association and meta-analysis of bipolar disorder in individuals of European ancestry.	2021-06-24
GCST001241	21926972	Bipolar Disorder	Bipolar Disorder	Sklar et al. 2011	23.75	European	16731	46918	Large-scale genome-wide association analysis of bipolar disorder identifies a new susceptibility locus near ODZ4.	2021-06-24
GCST000417	19488044	Bipolar Disorder	Bipolar Disorder	Smith et al. 2009	6.5	European|African American or Afro-Caribbean	3049	3494	Genome-wide association study of bipolar disorder in European American and African American individuals.	2021-06-24
GCST001135	21738484	Bipolar Disorder	Bipolar Disorder	Smith et al. 2011	1	European	1591	16179	Genome-wide association of bipolar disorder suggests an enrichment of replicable associations in regions near genes.	2021-06-24
GCST001877	23453885	Bipolar Disorder	Autism Spectrum Disorder, Attention Deficit-Hyperactivity Disorder, Bipolar Disorder, Major Depressive Disorder, And Schizophrenia (Combined)	Smoller et al. 2013	662.69	European	61220	NA	Identification of risk loci with shared effects on five major psychiatric disorders: a genome-wide analysis.	2021-06-24
GCST003158	26503763	Bipolar Disorder	Subjective Response To Lithium Treatment	Song et al. 2015	13.25	European	10538	NA	Genome-wide association study identifies SESTD1 as a novel risk gene for lithium-responsive bipolar disorder.	2021-06-24
GCST003159	26503763	Bipolar Disorder	Objective Response To Lithium Treatment	Song et al. 2015	13.25	European	7007	NA	Genome-wide association study identifies SESTD1 as a novel risk gene for lithium-responsive bipolar disorder.	2021-06-24
GCST008103	31043756	Bipolar Disorder	Bipolar Disorder	Stahl et al. 2019	316.506	European	51710	147172	Genome-wide association study identifies 30 loci associated with bipolar disorder.	2021-06-25
GCST004001	27890468	Bipolar Disorder	Bipolar Disorder Or Attention Deficit Hyperactivity Disorder	van et al. 2016	21.8	European	35622	NA	Genetic Overlap Between Attention-Deficit/Hyperactivity Disorder and Bipolar Disorder: Evidence From Genome-wide Association Study Meta-analysis.	2021-06-24
GCST004002	27890468	Bipolar Disorder	Bipolar Disorder (Age Of Onset <21) Or Attention Deficit Hyperactivity Disorder	van et al. 2016	21.8	European	31139	NA	Genetic Overlap Between Attention-Deficit/Hyperactivity Disorder and Bipolar Disorder: Evidence From Genome-wide Association Study Meta-analysis.	2021-06-24
GCST000044	17554300	Bipolar Disorder	Bipolar Disorder	Wellcome et al. 2007	148.5	European	4806	NA	Genome-wide association study of 14,000 cases of seven common diseases and 3,000 shared controls.	2021-06-24
GCST001164	21771265	Bipolar Disorder	Bipolar Disorder	Yosifova et al. 2011	0.75	Other	564	450	Genome-wide association study on bipolar disorder in the Bulgarian population.	2021-06-24
GCST008115	31043756	Bipolar I Disorder	Bipolar I Disorder	Stahl et al. 2019	316.506	European	46237	NA	Genome-wide association study identifies 30 loci associated with bipolar disorder.	2021-06-25
GCST008116	31043756	Bipolar Ii Disorder	Bipolar Ii Disorder	Stahl et al. 2019	316.506	European	34779	NA	Genome-wide association study identifies 30 loci associated with bipolar disorder.	2021-06-24
GCST002501	24957906	Birdshot Chorioretinopathy	Birdshot Chorioretinopathy	Kuiper et al. 2014	5.75	European	810	2823	A genome-wide association study identifies a functional ERAP2 haplotype associated with birdshot chorioretinopathy.	2021-06-24
GCST008752	31477735	Birth Measurement	Post-Term Birth	Liu et al. 2019	73.55	European	68036	6296	Variants in the fetal genome near pro-inflammatory cytokine genes on 2q13 associate with gestational duration.	2021-06-24
GCST002751	25599974	Birth Measurement	Spontaneous Preterm Birth (Preterm Birth)	Zhang et al. 2015	3	African American or Afro-Caribbean|European|Hispanic or Latin American|Other	1851	392	A genome-wide association study of early spontaneous preterm delivery.	2021-06-24
GCST002240	24163127	Bladder Carcinoma	Bladder Cancer	Figueroa et al. 2013	0.75	European	6206	67833	Genome-wide association study identifies multiple loci associated with bladder cancer risk.	2021-06-28
GCST002243	24163127	Bladder Carcinoma	Bladder Cancer	Figueroa et al. 2013	0.75	European	18729	2108	Genome-wide association study identifies multiple loci associated with bladder cancer risk.	2021-06-24
GCST000231	18794855	Bladder Carcinoma	Urinary Bladder Cancer	Kiemeney et al. 2008	14	European	36139	5965	Sequence variant on 8q24 confers susceptibility to urinary bladder cancer.	2021-06-24
GCST000639	20348956	Bladder Carcinoma	Urinary Bladder Cancer	Kiemeney et al. 2010	6	European	41199	9089	A sequence variant at 4p16.3 confers susceptibility to urinary bladder cancer.	2021-06-24
GCST002645	25281661	Bladder Carcinoma	Bladder Cancer	Matsuda et al. 2014	NA	East Asian|European	6112	16165	Genome-wide association study identified SNP on 15q24 associated with bladder cancer risk in Japanese population.	2021-06-24
GCST001153	21750109	Bladder Carcinoma	Bladder Cancer	Rafnar et al. 2011	3.5	European|Greater Middle Eastern (Middle Eastern North African or Persian)	43837	14147	European genome-wide association study identifies SLC14A1 as a new urinary bladder cancer susceptibility gene.	2021-06-24
GCST002460	24861552	Bladder Carcinoma	Urinary Bladder Cancer	Rafnar et al. 2014	0.25	European	91850	15697	Genome-wide association study yields variants at 20p12.2 that associate with urinary bladder cancer.	2021-06-24
GCST90011817	32887889	Bladder Carcinoma	Bladder Cancer	Rashkin et al. 2020	30.1	European	412592	NA	Pan-cancer study detects genetic risk variants and shared genetic basis in two large cohorts.	2021-06-25
GCST000842	20972438	Bladder Carcinoma	Bladder Cancer	Rothman et al. 2010	5.25	European	8652	56656	A multi-stage genome-wide association study of bladder cancer identifies multiple susceptibility loci.	2021-06-24
GCST003384	27206850	Bladder Carcinoma	Bladder Cancer	Wang et al. 2016	0.75	East Asian	1584	6467	Genome-Wide Association Study of Bladder Cancer in a Chinese Cohort Reveals a New Susceptibility Locus at 5q12.3.	2021-06-24
GCST000454	19648920	Bladder Carcinoma	Bladder Cancer	Wu et al. 2009	NA	European	1926	44331	Genetic variation in the prostate stem cell antigen gene PSCA confers susceptibility to urinary bladder cancer.	2021-06-24
GCST009872	32117775	Bladder Carcinoma	Bladder Cancer	Wu et al. 2020	1.35	East Asian	2003	6043	The Rare Variant rs35356162 in UHRF1BP1 Increases Bladder Cancer Risk in Han Chinese Population.	2021-06-25
GCST002807	25763902	Bladder Exstrophy	Classic Bladder Exstrophy	Draaken et al. 2015	NA	European	1911	NA	Genome-wide association study and meta-analysis identify ISL1 as genome-wide significant susceptibility gene for bladder exstrophy.	2021-06-24
GCST005039	29097388	Blood Pressure	Uncontrolled Blood Pressure In Combination Therapy (Beta Blocker And Thiazide Diuretic)	Magvanjav et al. 2017	0.75	European|Hispanic or Latin American	314	414	Genetic Variants Associated With Uncontrolled Blood Pressure on Thiazide Diuretic/β-Blocker Combination Therapy in the PEAR (Pharmacogenomic Evaluation of Antihypertensive Responses) and INVEST (International Verapamil-SR Trandolapril Study) Trials.	2021-06-24
GCST001956	23563607	Body Height	Height	Berndt et al. 2013	41.164	European	16196	9703	Genome-wide meta-analysis identifies 11 new loci for anthropometric traits and provides insights into genetic architecture.	2021-06-24
GCST001955	23563607	Body Mass Index	Body Mass Index	Berndt et al. 2013	41.164	European	16068	9791	Genome-wide meta-analysis identifies 11 new loci for anthropometric traits and provides insights into genetic architecture.	2021-06-24
GCST006529	29551738	Body Mass Index	Barrett's Esophagus X Bmi Interaction	Dong et al. 2018	0.75	European	5286	NA	Interactions Between Genetic Variants and Environmental Factors Affect Risk of Esophageal Adenocarcinoma and Barrett's Esophagus.	2021-06-25
GCST007242	30677029	Body Mass Index	Normal Body Mass Index Vs. Thin	Riveros-McKay et al. 2019	1373.044	European	7931	24252	Genetic architecture of human thinness compared to severe obesity.	2021-06-24
GCST011110	33338273	Bone Fracture	First Fracture In Long-Term Childhood Cancer Survivors (Time To Event)	Im et al. 2020	3	European	1289	646	Genome-wide Association Studies Reveal Novel Locus With Sex-/Therapy-Specific Fracture Risk Effects in Childhood Cancer Survivors.	2021-06-25
GCST006422	30158200	Bone Fracture	Fractures	Trajanoska et al. 2018	352.51	East Asian|European|Other	264973	50857	Assessment of the genetic and clinical determinants of fracture risk: genome wide association and mendelian randomisation study.	2021-06-24
GCST006423	30158200	Bone Fracture	Fractures	Trajanoska et al. 2018	352.51	East Asian|European	264973	297285	Assessment of the genetic and clinical determinants of fracture risk: genome wide association and mendelian randomisation study.	2021-06-24
GCST004641	28632202	Borderline Personality Disorder	Borderline Personality Disorder	Witt et al. 2017	62.95	European	2543	NA	Genome-wide association study of borderline personality disorder reveals genetic overlap with bipolar disorder, major depression and schizophrenia.	2021-06-24
GCST000262	18997786	Brain Aneurysm	Intracranial Aneurysm	Bilguvar et al. 2008	NA	European|East Asian	7856	1171	Susceptibility loci for intracranial aneurysm in European and Japanese populations.	2021-06-24
GCST001665	22961961	Brain Aneurysm	Intracranial Aneurysm	Foroud et al. 2012	0.75	European	3166	NA	Genome-wide association study of intracranial aneurysms confirms role of Anril and SOX17 in disease risk.	2021-06-24
GCST002633	25256182	Brain Aneurysm	Intracranial Aneurysm	Foroud et al. 2014	11	European	5165	6837	Genome-wide association study of intracranial aneurysm identifies a new association on chromosome 7.	2021-06-24
GCST007354	30823506	Brain Aneurysm	Intracranial Aneurysm	Hong et al. 2019	0.75	East Asian	546	NA	Genomic Variations in Susceptibility to Intracranial Aneurysm in the Korean Population.	2021-06-24
