"studyID","pubMedID","trait","citation","studyScore","ethnicity","cohort","title","lastUpdated"
"GCST002841","25848760","developmental dysplasia of the hip","Sun Y 2015",NA,"East Asian",2643,"A common variant of ubiquinol-cytochrome c reductase complex is associated with DDH.","2020-05-08"
"GCST006566","30273415","developmental dysplasia of the hip","Hatzikotoulas K 2018","3.75","European",9915,"Genome-wide association study of developmental dysplasia of the hip identifies an association with GDF5.","2020-05-09"
"GCST002637","25317111","diabetes mellitus","Seo I 2014",NA,"East Asian",1302,"Genome-wide association study of medication adherence in chronic diseases in the korean population.","2020-05-07"
"GCST003797","27670767","diabetes mellitus","Chang SW 2016","9.5","European|Hispanic or Latin American|African American or Afro-Caribbean",1140,"Genome-wide association study identifies pharmacogenomic loci linked with specific antihypertensive drug treatment and new-onset diabetes.","2020-05-08"
"GCST005891","29703844","diabetes mellitus","van Zuydam NR 2018","32.572","European|Asian unspecified|East Asian|South Asian|South East Asian",31562,"A Genome-Wide Association Study of Diabetic Kidney Disease in Subjects With Type 2 Diabetes.","2020-05-09"
"GCST004724","28672053","diabetic foot","Meng W 2017","0.5","European",3400,"A genome-wide association study suggests that MAPK14 is associated with diabetic foot ulcers.","2020-05-08"
"GCST006282","29739359","diabetic macular edema","Graham PS 2018","3.25","European",705,"Genome-wide association studies for diabetic macular edema and proliferative diabetic retinopathy.","2020-05-09"
"GCST008545","31264924","diabetic maculopathy","Meng W 2019",NA,"European",1843,"A genome-wide association study implicates that the TTC39C gene is associated with diabetic maculopathy with decreased visual acuity.","2020-05-10"
"GCST000909","21150874","diabetic nephropathy","McDonough CW 2010",NA,"African American or Afro-Caribbean",3393,"A genome-wide association study for diabetic nephropathy genes in African Americans.","2020-05-09"
"GCST002716","25476525","diabetic nephropathy","Germain M 2014","1.5","European",7803,"SORBS1 gene, a new candidate for diabetic nephropathy: results from a multi-stage genome-wide association study in patients with type 1 diabetes.","2020-05-08"
"GCST003098","26305897","diabetic nephropathy","Iyengar SK 2015","3.75","African American or Afro-Caribbean|Native American|European|Hispanic or Latin American",13736,"Genome-Wide Association and Trans-ethnic Meta-Analysis for Advanced Diabetic Kidney Disease: Family Investigation of Nephropathy and Diabetes (FIND).","2020-05-08"
"GCST003099","26305897","diabetic nephropathy","Iyengar SK 2015","3.75","African American or Afro-Caribbean|Native American|European|Hispanic or Latin American",6197,"Genome-Wide Association and Trans-ethnic Meta-Analysis for Advanced Diabetic Kidney Disease: Family Investigation of Nephropathy and Diabetes (FIND).","2020-05-08"
"GCST005889","29703844","diabetic nephropathy","van Zuydam NR 2018","32.572","European|Asian unspecified|East Asian|South Asian|South East Asian",13977,"A Genome-Wide Association Study of Diabetic Kidney Disease in Subjects With Type 2 Diabetes.","2020-05-09"
"GCST005895","29703844","diabetic nephropathy","van Zuydam NR 2018","32.572","European|Asian unspecified|East Asian|South Asian|South East Asian",35184,"A Genome-Wide Association Study of Diabetic Kidney Disease in Subjects With Type 2 Diabetes.","2020-05-09"
"GCST001017","21441570","diabetic retinopathy","Grassi MA 2011",NA,"European",2829,"Genome-wide meta-analysis for severe diabetic retinopathy.","2020-05-09"
"GCST001977","23562823","diabetic retinopathy","Sheu WH 2013",NA,"East Asian|Hispanic or Latin American",1592,"Genome-wide association study in a Chinese population with diabetic retinopathy.","2020-05-07"
"GCST002684","25364816","diabetic retinopathy","Awata T 2014","1.25","East Asian",1986,"A genome-wide association study for diabetic retinopathy in a Japanese population: potential association with a long intergenic non-coding RNA.","2020-05-07"
"GCST003042","26188370","diabetic retinopathy","Burdon KP 2015","0.5","European|South Asian",2126,"Genome-wide association study for sight-threatening diabetic retinopathy reveals association with genetic variation near the GRB2 gene.","2020-05-08"
"GCST006424","30178632","diabetic retinopathy","Meng W 2018","0.75","European",4666,"A genome-wide association study suggests new evidence for an association of the NADPH Oxidase 4 (NOX4) gene with severe diabetic retinopathy in type 2 diabetes.","2020-05-09"
"GCST009840","31958309","diabetic retinopathy","Hsieh AR 2020","0.25","East Asian",412,"Lack of association of genetic variants for diabetic retinopathy in Taiwanese patients with diabetic nephropathy.","2020-05-10"
"GCST003623","27559109","diarrhea","Bustamante M 2016","23.95","European",9124,"A genome-wide association meta-analysis of diarrhoeal disease in young children identifies FUT2 locus and provides plausible biological pathways.","2020-05-08"
"GCST003624","27559109","diarrhea","Bustamante M 2016","23.95","European",13955,"A genome-wide association meta-analysis of diarrhoeal disease in young children identifies FUT2 locus and provides plausible biological pathways.","2020-05-09"
"GCST003625","27559109","diarrhea","Bustamante M 2016","23.95","European",13868,"A genome-wide association meta-analysis of diarrhoeal disease in young children identifies FUT2 locus and provides plausible biological pathways.","2020-05-08"
"GCST003626","27559109","diarrhea","Bustamante M 2016","23.95","European",9526,"A genome-wide association meta-analysis of diarrhoeal disease in young children identifies FUT2 locus and provides plausible biological pathways.","2020-05-08"
"GCST004798","28703219","differentiated thyroid carcinoma","Son HY 2017","20.1","East Asian",9969,"Genome-wide association and expression quantitative trait loci studies identify multiple susceptibility loci for thyroid cancer.","2020-05-10"
"GCST002636","25261932","diffuse large b-cell lymphoma","Cerhan JR 2014","32.85","European",17439,"Genome-wide association study identifies multiple susceptibility loci for diffuse large B cell lymphoma.","2020-05-08"
"GCST003178","26460308","diffuse large b-cell lymphoma","Ghesquieres H 2015","5.6","European",1537,"Genome-Wide Association Study of Event-Free Survival in Diffuse Large B-Cell Lymphoma Treated With Immunochemotherapy.","2020-05-09"
"GCST008728","31407831","diffuse large b-cell lymphoma","Din L 2019","3.95","European",34264,"Genetic overlap between autoimmune diseases and non-Hodgkin lymphoma subtypes.","2020-05-10"
"GCST005535","24387989","diffuse scleroderma","Mayes MD 2014","2","European",11192,"Immunochip analysis identifies multiple susceptibility loci for systemic sclerosis.","2020-05-08"
"GCST005358","29346644","disease progression measurement","Yan Q 2018","4.35","European",7141,"Genome-wide Analysis of Disease Progression in Age-related Macular Degeneration.","2020-05-09"
"GCST007434","30738427","disease progression measurement","Penney ME 2019","1.75","European",379,"A genome-wide association study identifies single nucleotide polymorphisms associated with time-to-metastasis in colorectal cancer.","2020-05-09"
"GCST004752","28739605","disease recurrence","Zhou Y 2017","11.9","",449,"Genetic variation in the gene LRP2 increases relapse risk in multiple sclerosis.","2020-05-08"
"GCST009514","31667592","disease recurrence","Milet J 2019","1","Sub-Saharan African",775,"First genome-wide association study of non-severe malaria in two birth cohorts in Benin.","2020-05-10"
"GCST009515","31667592","disease recurrence","Milet J 2019","1","Sub-Saharan African",775,"First genome-wide association study of non-severe malaria in two birth cohorts in Benin.","2020-05-10"
"GCST008105","30661054","diverticular disease","Schafmayer C 2019","6.35","European",487188,"Genome-wide association analysis of diverticular disease points towards neuromuscular, connective tissue and epithelial pathomechanisms.","2020-05-10"
"GCST008257","28585551","diverticular disease","Sigurdsson S 2017","1","European",260367,"Sequence variants in ARHGAP15, COLQ and FAM155A associate with diverticular disease and diverticulitis.","2020-05-10"
"GCST008256","28585551","diverticulitis","Sigurdsson S 2017","1","European",248715,"Sequence variants in ARHGAP15, COLQ and FAM155A associate with diverticular disease and diverticulitis.","2020-05-10"
"GCST001842","23364009","drinking behavior","Yang X 2013",NA,"East Asian",23199,"Common variants at 12q24 are associated with drinking behavior in Han Chinese.","2020-05-08"
"GCST002595","25187353","drug-induced agranulocytosis","Goldstein JI 2014","20.33","European",1357,"Clozapine-induced agranulocytosis is associated with rare HLA-DQB1 and HLA-B alleles.","2020-05-08"
"GCST003018","26151496","drug-induced agranulocytosis","Chen PL 2015","1.75","East Asian",1250,"Genetic determinants of antithyroid drug-induced agranulocytosis by human leukocyte antigen genotyping and genome-wide association study.","2020-05-08"
"GCST003450","26876947","drug-induced agranulocytosis","Saito T 2016","15.35","East Asian",2955,"Pharmacogenomic Study of Clozapine-Induced Agranulocytosis/Granulocytopenia in a Japanese Population.","2020-05-08"
"GCST003628","27400856","drug-induced agranulocytosis","Legge SE 2016","19.6","European",7006,"Genome-wide common and rare variant analysis provides novel insights into clozapine-associated neutropenia.","2020-05-08"
"GCST003792","27671213","drug-induced liver injury","Petros Z 2016","0.25","Sub-Saharan African",646,"Genome-wide association and replication study of anti-tuberculosis drugs-induced liver toxicity.","2020-05-08"
"GCST004114","28062682","drug-induced liver injury","Carr DF 2017","1","Sub-Saharan African|African unspecified",314,"Genome-wide association study of nevirapine hypersensitivity in a sub-Saharan African HIV-infected population.","2020-05-08"
"GCST004261","28388302","drug-induced liver injury","Petros Z 2017","0.75","African unspecified",380,"Genome-Wide Association and Replication Study of Hepatotoxicity Induced by Antiretrovirals Alone or with Concomitant Anti-Tuberculosis Drugs.","2020-05-08"
"GCST004262","28388302","drug-induced liver injury","Petros Z 2017","0.75","African unspecified",302,"Genome-Wide Association and Replication Study of Hepatotoxicity Induced by Antiretrovirals Alone or with Concomitant Anti-Tuberculosis Drugs.","2020-05-08"
"GCST007897","31109976","drug-induced liver injury","Suvichapanich S 2019","1.5","South East Asian",318,"Genome-Wide Association Study Confirming the Association of NAT2 with Susceptibility to Anti-tuberculosis Drug-Induced Liver Injury in Thai Patients.","2020-05-09"
"GCST000956","21298047","drug dependence","Chen X 2011",NA,"African unspecified|European",3627,"The nuclear transcription factor PKNOX2 is a candidate gene for substance dependence in European-origin women.","2020-05-07"
"GCST007700","30556296","drug dependence","Alblooshi H 2018","0.25","Greater Middle Eastern (Middle Eastern North African or Persian)|European",1022,"A case-control genome wide association study of substance use disorder (SUD) identifies novel variants on chromosome 7p14.1 in patients from the United Arab Emirates (UAE).","2020-05-08"
"GCST001433","22387998","duodenal ulcer","Tanikawa C 2012","12.85","East Asian",32358,"A genome-wide association study identifies two susceptibility loci for duodenal ulcer in the Japanese population.","2020-05-08"
